;document_id;questions
14;http://arxiv.org/abs/2511.07431v1;"['What are the key factors that influence the effectiveness of cash transfer programs in achieving sustainable development goals, particularly in low-income countries with limited resources', 'How can microinsurance be integrated with cash transfer programs to provide a more comprehensive social protection strategy for vulnerable households', ""Under what conditions can dynamic programming techniques be used to optimize the expected discounted cost of keeping a household's capital above the poverty line, and what are the implications for the design of cost-effective cash transfer programs""]"
15;http://arxiv.org/abs/2510.23461v1;['What are the primary challenges in pricing binary options using traditional Monte Carlo methods, particularly for deep out-of-the-money contracts?', 'How does the proposed adaptation of the adaptive multilevel splitting method address the issues of discontinuous payoffs and low exercise probabilities in binary options pricing?', 'Can the introduced method be effectively applied to other types of financial derivatives beyond binary options, and what potential benefits or limitations might arise from such applications?']
16;http://arxiv.org/abs/2511.02136v1;['What are the primary challenges associated with calibrating and validating agent-based modelling approaches in high-frequency financial markets', 'How does the incorporation of multi-agent reinforcement learning impact the complexity of parameter spaces in these models', 'What potential benefits can be realized through the use of GPU-accelerated open-source environments for high-frequency trading simulations']
17;http://arxiv.org/abs/2510.23183v1;['What are the key factors that contribute to the reduced volatility and improved performance of private equity funds, and how can these factors be replicated using liquid assets?', 'How does the incorporation of asymmetry in the PEARL framework impact the correlation with established liquid benchmarks, and what are the implications for investment strategies?', 'In what ways does the two-step approach of decoding liquid daily private equity proxies with negative return asymmetry enhance the performance of the model, and what are the potential applications of this approach in portfolio management?']
18;http://arxiv.org/abs/2511.05463v1;['What are the potential implications of reducing the dimensionality of a correlation matrix on the accuracy of financial market dynamics modeling', 'How does the choice of block sizes and selection method for averaging the correlation matrix affect the resulting parameters and their economic interpretation', 'Can the observed differences in properties between the random and non-random block selection methods be attributed to specific sectorial or economic factors, and what are the potential consequences for portfolio optimization and risk management']
19;http://arxiv.org/abs/2510.24607v2;"['What numerical methods can be employed to efficiently solve the optimization problem in the context of multi-factor target-exposure portfolios, and how do these methods impact the overall performance of the portfolio construction process', 'How does the introduction of elastic targets and robust target sets affect the convex optimization framework, and what are the key considerations for implementing these generalizations in practice', ""What are the implications of using Kullback-Leibler divergence as the minimization objective, and how does this choice impact the resulting portfolio's properties, such as risk profile and return characteristics""]"
20;http://arxiv.org/abs/2511.00308v1;"[""How do the proposed models account for the impact of noise on the underlying asset's volatility and drift, and what are the implications for option pricing?"", 'What are the key differences between the continuous-time and discrete-time models in terms of their ability to capture the effects of microstructure noise, and how do these differences affect the estimation of model parameters?', 'Can the models be used to quantify the relative importance of microstructure noise in determining the overall volatility and price dynamics of assets, and if so, what are the potential applications of this information in risk management and portfolio optimization?']"
21;http://arxiv.org/abs/2511.08616v1;['How does the integration of verbal and latent reasoning enhance the accuracy and interpretability of stock time-series forecasts in different market domains?', 'What are the key challenges in switching between time-series data and natural language reasoning, and how can these challenges be addressed in the context of stock price forecasting?', 'Can the use of textual annotations and inverse Mean Squared Error reward objectives provide a robust framework for optimizing the reasoning trace in technical analysis, and what are the implications for industry experts evaluating the performance of such models?']
22;http://arxiv.org/abs/2510.24467v1;"[""What are the implications of an investor's trading frequency on their expected profit, given the presence of execution costs and market volatility?"", 'How does the concept of path roughness influence the optimal trading strategy, and what are the potential consequences of neglecting this factor?', 'Can the findings on the relationship between trading frequency and fractal dimension be generalized to other asset classes, or are they specific to equity markets?']"
23;http://arxiv.org/abs/2510.27384v1;['How do present-biased preferences of decision-makers influence the optimal utilization of a limited environmental resource over time, and what are the implications for long-term profitability', 'Can the application of stochastic control techniques, originally developed for insurance risk management, provide valuable insights into the trade-offs between economic production and environmental sustainability, and if so, what are the key factors that determine this relationship', 'What is the potential impact of implementing a tax on environmental emissions, and at what level does this tax become less effective in reducing emissions, considering the interactions between present-bias, sustainability awareness, and economic production schedules']
24;http://arxiv.org/abs/2511.08608v1;"[""What are the underlying factors that contribute to the deterioration of a thinking language model's ranking quality as the universe size increases, and how can these factors be mitigated to improve its performance?"", 'Can the higher variance of thinking language models be effectively reduced through ex-post calibration techniques such as winsorization and blending, and what are the implications of these methods for portfolio stability?', 'How can the objectives of next-token prediction and token-budgeted inference be realigned to better accommodate the characteristics of heavy-tailed and weakly predictable stock returns, and what potential benefits or drawbacks might arise from such realignment?']"
25;http://arxiv.org/abs/2511.08588v1;['How can the federated learning approach be scaled to accommodate diverse data sources from various states while maintaining model interpretability and accuracy in predicting financial distress', 'what are the key challenges in integrating explainable AI techniques with machine learning models to identify local and global predictors of financial hardship in a nationwide financial system', 'what potential applications can be explored by extending the proposed framework to other areas of consumer finance, such as credit scoring or loan default prediction, while ensuring compliance with regulatory requirements']
26;http://arxiv.org/abs/2511.02158v1;"[""How do the constraints imposed by the liability at the end of the investment period impact the investor's optimal control strategy in a stochastic environment with uncertain market conditions?"", 'What are the key factors that influence the well-posedness of the forward-backward stochastic differential equation in the context of this model, and how do they affect the overall solution?', ""Can the utility loss incurred by investors who ignore the potential to learn about the market price of risk be quantified and expressed in terms of the model's parameters, and if so, what are the implications for investment decisions?""]"
27;http://arxiv.org/abs/2511.04361v1;['How do variations in weather patterns and generation technologies impact the overall price formation in energy markets, and what methods can be employed to quantify these effects?', 'What are the key challenges in developing models that can accurately capture the complex causal relationships in energy markets, and how can these challenges be addressed through the use of advanced statistical techniques or machine learning algorithms?', 'In what ways can the development of more sophisticated energy market models, such as those incorporating counterfactual reasoning and interpretable factors, inform decision-making and policy development in the energy sector, particularly with regards to the integration of renewable energy sources?']
28;http://arxiv.org/abs/2511.11383v1;"['How do the optimal strategies for dividend payout, reinsurance coverage, and capital injection impact the overall solvency of the insurer in the context of competing business lines', ""What is the relationship between the aggregate reserve level and the optimal level of risk ceded to the reinsurer, and how does this impact the reinsurer's potential exposure"", ""Under what conditions would the optimal dividend payout strategy shift from a threshold type to a barrier type, and what are the implications of this shift for the insurer's long-term financial stability""]"
29;http://arxiv.org/abs/2511.04198v1;['What are the key factors that determine the accuracy of the mean-field approximation in calculating insurance liabilities for a large cohort of dependent individuals', 'How does the convergence of the insurance liability to its mean-field approximation change as the number of individuals in the cohort increases', 'Can the mean-field approximation be applied to other types of financial liabilities beyond insurance, and what are the potential limitations or challenges of such an application']
30;http://arxiv.org/abs/2510.25740v1;['How do the concepts of entropy and information theory apply to the measurement of portfolio performance and what are the implications for investment strategies', 'What are the key differences between the excess growth rate and the growth optimal portfolio, and how do these differences impact investment decisions', 'In what ways can the axiomatic characterization theorems of the excess growth rate be used to inform the development of new portfolio optimization techniques and risk management strategies']
31;http://arxiv.org/abs/2510.27334v1;['What are the key factors that contribute to the adverse selection of medium-frequency trading agents by high-frequency traders in electronic markets', 'How does the use of reinforcement learning algorithms impact the ability of high-frequency market makers to capitalize on price drift induced by meta-orders', 'Under what conditions do the profits of high-frequency market making agents translate to increased slippage costs for medium-frequency traders, and what are the implications for market efficiency']
32;http://arxiv.org/abs/2511.08039v1;['How does the formulation of marginal productivity theory using vectorial marginal products affect the concept of competitive equilibrium in neoclassical economic theory', 'What implications does the labor theory of property have on the distribution of production vectors and liabilities in a productive opportunity', 'Can the use of vectorial marginal products in marginal productivity theory provide a more accurate representation of property appropriation and imputation of responsibility in economic systems']
33;http://arxiv.org/abs/2511.08602v1;['What are the implications of increased interconnectedness in banking systems on overall systemic fragility, and how can this be measured and mitigated?', 'Can spatial propagation of financial contagion be accurately modeled using existing network frameworks, and what are the limitations of these approaches?', 'How can policymakers effectively incorporate network topology and spatial dynamics into their regulatory frameworks to enhance the resilience of interconnected banking systems and minimize the risk of future crises?']
34;http://arxiv.org/abs/2511.01486v2;['How do market prices behave when investors have limited access to information and what factors influence their convergence to the true price', 'What methods can be employed to quantify and minimize biases in market predictions as new information becomes available', 'What strategies can traders use to optimally combine expert opinions and achieve a competitive advantage in partially observable financial markets']
35;http://arxiv.org/abs/2511.11288v1;['What are the key factors contributing to the non-uniqueness of call option prices in certain financial models', 'How do existing mathematical theories address the issue of uniqueness in degenerate parabolic equations', 'Can the uniqueness theorem for functions with sublinear growth at infinity be applied to other types of financial derivatives beyond call options']
36;http://arxiv.org/abs/2511.07834v1;['What is the significance of using a finite-horizon model in capturing the behavior of liquid-asset returns and how does it impact the calculation of risk management metrics', 'How does the identification of the window and tail index from the log-log slope and scale versus horizon fit affect the accuracy of the derived horizon-correct formulas', 'Can the proposed nonparametric approach to estimating Value-at-Risk, Expected Shortfall, and other metrics be extended to accommodate more complex distributions or alternative risk measures beyond the Levy-stable scaling assumption']
37;http://arxiv.org/abs/2511.03031v1;"['What role does the elasticity of intertemporal substitution play in shaping the optimal consumption and investment strategies for an insurer operating in a uncertain environment', ""How do the insurer's risk aversion and ambiguity aversion influence the demand for reinsurance and the allocation of capital to different investment opportunities"", 'Under what conditions do the optimal consumption, investment, and reinsurance strategies become more or less sensitive to changes in key parameters such as risk aversion, ambiguity aversion, and the elasticity of intertemporal substitution']"
38;http://arxiv.org/abs/2511.02608v1;['What methods can be used to measure the financial sustainability of commercial banks in the face of technological advancements', 'How do regulatory policies influence the relationship between financial technology adoption and the loan efficiency of banks', 'What strategies can banks with limited resources implement to mitigate the negative effects of financial technology on their profitability and competitiveness']
39;http://arxiv.org/abs/2511.05691v1;['How do the authors account for the potential correlations between contractors in their network approach, and what implications does this have for the overall risk assessment of the project?', 'What are the key differences between the proposed stochastic process and traditional models for simulating principal failures, and how do these differences impact the accuracy of the results?', 'How do the authors plan to incorporate other external factors, such as economic conditions or regulatory changes, into their network model to further enhance the robustness of their risk propagation analysis?']
40;http://arxiv.org/abs/2510.23150v2;['How do the diversification benefits of combining trend signals across multiple horizons change when the optimal weights assigned to each trend horizon are learned dynamically at the asset level', 'What are the implications of removing the medium-term layer on the overall performance and diversification of a portfolio, and how does this impact the Sharpe ratio and drawdown efficiency', 'Can the use of a minimum-variance formulation help to identify redundant time scales in trend premia, and what are the potential consequences of this redundancy for portfolio construction and risk management']
41;http://arxiv.org/abs/2511.03358v1;['How do the fluctuations in the potential barrier affect the overall stability of the system, particularly in regards to the critical threshold of noise intensity?', 'In what ways do the additive and multiplicative noise components interact to influence the phase changes in the system, and what are the implications for risk assessment?', 'Can the phenomenon of noise-induced stability be generalized to other types of systems or models, and if so, what are the potential applications and limitations of this concept in managing systemic risk?']
42;http://arxiv.org/abs/2511.00764v1;['What are the implications of stochastic dominance on portfolio optimization when dealing with heavy-tailed distributions', 'How do the properties of nonnegative random variables impact the weighted sum of independent and identically distributed variables', 'Under what conditions can the stochastic dominance relation be preserved when random variables follow a compound binomial distribution']
43;http://arxiv.org/abs/2511.02700v1;['What are the key factors that influence the accuracy of the numerical method for valuing European-style options in a two-asset setting with infinite-activity exponential Lévy models', 'How does the choice of discretization method for the non-local integral term impact the computational efficiency of the valuation approach', 'Under what conditions can the proposed method achieve second-order convergence for options with complex payoff structures, such as put-on-the-average options, under different Lévy dynamics']
44;http://arxiv.org/abs/2511.00717v1;['How do increasing Lambda functions impact the robust Value-at-Risk under ambiguity in financial models', 'Can the framework of Lambda Value-at-Risk under capacities be applied to real-world risk management scenarios with multiple agents and ambiguity sets', 'What are the implications of using Lambda Value-at-Risk with capacities and monotone Lambda functions for optimal risk allocation and comonotonic risk-sharing among multiple agents']
45;http://arxiv.org/abs/2511.00895v1;['How do changes in investment risk impact the allocation of buffer capital between policyholders and investors in the insurance industry', 'What role does limited liability play in the valuation of liabilities when insurance risks exhibit heavy-tailed distributions', 'Can the use of risky assets in buffer capital investments lead to more efficient cost-of-capital valuations, and if so, under what conditions']
46;http://arxiv.org/abs/2511.08658v1;['What are the key factors that influence the performance of machine learning models when applied to financial time series data across different global markets', 'How do the characteristics of various artificial neural network architectures impact their ability to generalize and make accurate predictions on unseen data from diverse market indices', 'Can the use of cross-training algorithms on multiple market indexes provide a reliable method for evaluating the validity of the Efficient Market Hypothesis in various financial markets']
47;http://arxiv.org/abs/2510.26165v1;['How do the proposed generative framework and traditional multi-objective utility functions differ in their approach to modeling investment fund manager strategies and what are the implications of these differences for strategy characterization?', 'What role do latent variables play in the proposed framework for learning fund manager strategies, and how do these variables relate to the observed characteristics of investment funds such as growth and value styles?', 'In what ways can the learned representations of fund manager strategies be applied to real-world problems in finance, such as market simulation, strategy attribution, and regulatory oversight, and what benefits do these applications offer over traditional approaches?']
48;http://arxiv.org/abs/2511.01271v1;['How do spatial interactions influence the estimation of asset prices in a high-dimensional setting, and what are the implications for portfolio optimization and risk management?', 'What are the advantages and limitations of using generalized shrinkage Yule-Walker estimation methods in the presence of both observable and latent factors, and how do these methods compare to traditional approaches?', 'Can the proposed Spatial Arbitrage Pricing Theory model be extended to accommodate non-linear relationships between spatial effects and asset returns, and if so, what are the potential benefits and challenges of such an extension?']
49;http://arxiv.org/abs/2511.07434v1;['What are the key factors that influence the performance of an optimal liquidation strategy in a high-frequency trading environment', 'How does the incorporation of microstructure indicators and endogenous transient impact into a reinforcement learning model impact its ability to make informed trading decisions', 'Can the results of the RL-Exec agent be replicated in other financial markets or asset classes, such as stocks or futures, and what modifications would be necessary to adapt the model to these new environments']
50;http://arxiv.org/abs/2511.06177v1;['What are the implications of the observed structural shift in the lag-by-magnitude maps for the development of high-frequency trading strategies', 'Can the findings on asymmetric liquidity replenishment after sell-side shocks be generalized to other liquid U.S. equity ETFs beyond SPY', 'How do the results on partial restoration of short-horizon efficiency through decomposition into symmetric and antisymmetric components impact the design of risk management systems for intraday trading']
51;http://arxiv.org/abs/2511.05270v1;['What impact do relative wealth considerations have on the optimization framework in a multi-agent portfolio selection problem', 'How do the existence and uniqueness of Nash equilibria depend on the specific parameters of the market and competition in a game-theoretic setting', 'Under what conditions can the solvability of multi-dimensional linear backward stochastic differential equations be guaranteed, and what implications does this have for the well-posedness of the underlying system of equations']
52;http://arxiv.org/abs/2511.01125v1;['What are the key advantages of using neural operator models to solve second-order backward stochastic differential equations, particularly in terms of approximation accuracy and computational efficiency?', 'How do the properties of the underlying Euclidean domain and the terminal time distribution impact the performance of the proposed generative neural operator model?', 'Under what conditions can the neural operator approximation of a family of second-order backward stochastic differential equations be achieved with a polynomial number of parameters, and what are the implications for practical applications?']
53;http://arxiv.org/abs/2511.01471v1;['What are the implications of using the execution flow as the primary driver of market dynamics on the development of predictive models for financial markets', 'How does the Radon-Nikodym derivative method for calculating execution flow from sampled moments compare to other existing methods in terms of accuracy and computational efficiency', 'Can the framework based on the Christoffel function spectrum be applied to other fields beyond finance, and what potential benefits or limitations might it have in those contexts']
54;http://arxiv.org/abs/2511.00365v1;"[""What are the implications of a currency's purchasing power on its ability to provide a psychological haven for investors in times of economic uncertainty"", 'How can a redeemable self-decay devalued money system achieve long-term value storage and zero logistics cost of money circulation in a digital environment', 'Can a parallel monetary system consisting of multiple currency types, including those backed by precious metals, effectively mitigate the risks associated with a single currency and provide a safe haven for wealth']"
55;http://arxiv.org/abs/2511.08621v1;['What methods can be employed to effectively fine-tune large language models for specialized tasks while preserving their general-domain capabilities', 'How do the performance metrics of domain-specific large language models compare to those of generalist models in handling tasks that require both financial and non-financial knowledge', 'In what ways can the dual proficiency of large language models, enhanced by domain-specific fine-tuning, impact the development of more versatile and reliable natural language processing tools for the financial industry']
56;http://arxiv.org/abs/2511.08606v1;['How does the proposed framework handle non-stationarity in financial time series data when recovering the underlying probabilistic laws', 'What are the implications of eliminating the ergodicity assumption for the applicability of the stochastic SINDy method in real-world financial markets', 'Can the algorithm be extended to handle multiple pairs of stock and option trajectories, and if so, how would this impact the accuracy of the recovered backward stochastic differential equation']
57;http://arxiv.org/abs/2511.03628v1;['What methods can be employed to effectively evaluate the performance of large language models in dynamic and uncertain environments, and how can these methods be used to improve decision-making under uncertainty', 'How can the design principles of a live trading environment, such as live data streaming and portfolio-management abstraction, be applied to other fields to improve the evaluation of sequential decision-making', 'Can the findings from live evaluations of large language models, which expose a gap between static evaluation and real-world competence, be used to develop more robust benchmarks for testing the performance of these models in real-world scenarios']
58;http://arxiv.org/abs/2510.27528v1;['How do energy storage systems balance power supply intermittency in the context of fluctuating energy prices, and what impact does this have on overall system efficiency', 'What methods can be employed to quantify and mitigate potential losses due to price uncertainty in energy markets, particularly in the context of renewable energy integration', 'In what ways do risk management strategies, such as conditional value-at-risk, influence the design and operation of energy storage assets, including their capacity and cost-effectiveness']
59;http://arxiv.org/abs/2511.08735v1;['What are the key challenges in applying deep learning-based numerical methods to stochastic differential equations with random coefficients and how can they be addressed', 'How do the proposed error estimates and convergence results in the context of fully coupled forward-backward stochastic differential equations impact the accuracy of numerical solutions', 'Can the deep learning-based framework be applied to other types of problems beyond utility maximization, such as option pricing or risk management, and what would be the potential benefits and limitations of such applications']
60;http://arxiv.org/abs/2511.00665v1;['What factors contribute to the superior performance of certain machine learning models in cryptocurrency trading, and how can these factors be leveraged to inform investment decisions?', 'Can the integration of technical analysis-based strategies with machine learning models enhance trading outcomes, and are there any specific technical indicators that are particularly well-suited for combination with machine learning approaches?', 'How might the performance of machine learning-based trading strategies be impacted by evolving market conditions, regulatory developments, and changes in investor sentiment, and what implications do these factors have for the long-term viability of such strategies in the cryptocurrency market?']
61;http://arxiv.org/abs/2511.01587v1;['How do the proposed numerical methods account for the nonlocal integral term arising from jumps in the context of a linear two-factor mean-reverting model', 'What specific techniques are employed to ensure the stability and convergence of the numerical methods when dealing with convection-dominated equations and nonsmooth initial functions', 'In what ways do the numerical experiments validate the theoretical analysis of the convergence behavior of the proposed second-order numerical methods']
62;http://arxiv.org/abs/2511.08662v1;['What are the implications of using distortion risk metrics in financial modeling when the underlying distribution is uncertain and can only be partially characterized by its mean and variance', 'How do the extremal values of a given distortion risk metric change when the uncertainty set is constrained by additional features such as unimodality and a fixed inflection point', 'Can the results on sharp upper and lower bounds for distortion risk metrics be applied to other areas of finance beyond robust portfolio optimization and model risk assessment, and if so, what would be the potential benefits and challenges of such applications']
63;http://arxiv.org/abs/2511.09175v1;['How do the authors ensure that their method for constructing option surfaces is both free of static arbitrage and dynamically consistent across different maturities, and what are the key components of this approach', 'What role does the tri-marginal, martingale-constrained entropic OT bridge play in the construction of the option surfaces, and how does it contribute to the overall consistency and accuracy of the method', 'Can the authors provide more insight into the computable certificates they provide, such as the strong-convexity lower bound and the 1-Lipschitz metric projection guarantee, and how these certificates contribute to the stability and reliability of the option surfaces constructed using their method']
64;http://arxiv.org/abs/2510.23201v1;['How do liquid, AI-enhanced investment strategies balance the trade-off between replicating private equity returns and maintaining transparency for investors', 'What role do advanced graphical models play in decoding the performance of liquid private equity proxies, and how do they account for market volatility', 'In what ways can asymmetric risk adjustments be used to emulate the unique performance characteristics of private equity, and what implications does this have for portfolio resilience']
65;http://arxiv.org/abs/2511.03474v1;"['What are the necessary conditions for a stochastic dynamical system to exhibit a stationary regime, and how can these conditions be relaxed to achieve a pseudo-stationary state?', ""Can the introduction of a deterministic stabilizer always guarantee the convergence of a process's marginal distributions to a common expectation and variance, and what are the implications for modeling real-world phenomena?"", 'How do the properties of stochastic Volterra integral equations change when the kernel is allowed to vary, and what are the potential applications of these equations in modeling complex systems with long-range dependencies?']"
66;http://arxiv.org/abs/2510.24128v1;['What are the implications of using a game-theoretic approach to solve optimal stopping problems, and how does it differ from traditional methods', 'How does the introduction of an entropy-based regularization term affect the derivation of the Hamilton-Jacobi-Bellman equation system, and what are the benefits of this approach', 'Can the parabolic variational inequalities system be applied to real-world financial problems, such as portfolio optimization or option pricing, and what would be the potential advantages and challenges of using this method']
67;http://arxiv.org/abs/2511.02469v1;"['How do the predictions made by the multiple large language models change over the iterative rounds, and what factors contribute to their convergence or divergence', ""To what extent do the latent variables representing the agents' underlying beliefs influence their perception of the input information and interaction dynamics, and how can this be measured"", 'What are the implications of this debate-based approach for understanding the role of social influence and individual perspectives in shaping collective policy forecasts, and how can it be applied to other areas of economic forecasting']"
68;http://arxiv.org/abs/2511.05519v1;['How does the incorporation of physical laws into neural networks impact the accuracy of option pricing models, particularly in comparison to traditional data-driven approaches?', 'Can the anchored-ensemble fine-tuning stage be applied to other types of financial models to quantify epistemic uncertainty, and what are the potential benefits and limitations of this approach?', 'What are the key considerations and potential challenges when extending the physics-informed neural network framework to higher-dimensional settings or alternative underlying dynamics, such as stochastic volatility models?']
69;http://arxiv.org/abs/2511.04784v1;['What are the implications of using conventional statistical models on datasets that exhibit heavy-tailed phenomena, and how do these models fail to accurately capture the behavior of extreme values', 'How do quantile contributions relate to the overall understanding of a system or process, and what insights can be gained from analyzing the proportion of a total quantity attributed to observations above a certain threshold', 'In what ways can the theoretical results on quantile contributions and their asymptotic behavior be applied in practice to improve the analysis and modeling of heavy-tailed data, particularly in fields such as economics and finance']
70;http://arxiv.org/abs/2511.05861v1;"[""How do the authors' results on time-inconsistent portfolio selection relate to existing literature on expected utility maximization and risk control in financial markets"", 'What specific challenges arise when extending the equilibrium strategy to the general case with a non-zero correlation coefficient, and how do the authors address these challenges', 'In what ways do the numerical examples and deep learning algorithms used in the paper provide insights into the practical applications and potential limitations of the proposed time-consistent equilibrium strategy']"
71;http://arxiv.org/abs/2511.08571v1;"[""What are the underlying assumptions of using trend and momentum as state variables to generate alpha in highly liquid assets, and how do these assumptions impact the strategy's performance in different market conditions?"", ""How does the choice of rolling training and testing periods, such as a 10-year training and 6-month testing window, influence the out-of-sample results and the strategy's ability to adapt to changing market dynamics?"", 'Can the use of fractional Kelly sizing, ATR-based exits, and volatility targeting provide a robust framework for controlling risk and maximizing returns in a strategy that relies on forecast-to-fill engineering, and what are the potential limitations of this approach in terms of scalability and real-world implementation?']"
72;http://arxiv.org/abs/2511.10365v1;['What are the implications of using dynamic processing systems in financial volatility forecasting models', 'How does the extraction of high-fidelity fractal signals impact the overall performance of risk-sensitive metrics', 'Can the synergistic approach of combining fractal feature correction with chaotic oscillation components be applied to other areas of quantitative finance beyond volatility forecasting']
73;http://arxiv.org/abs/2510.26228v1;['What methods can be employed to evaluate the effectiveness of machine learning models in identifying predictive signals from financial news and their impact on investment strategies', 'How do the performance metrics of an equity portfolio, such as Sharpe and Sortino ratios, change when incorporating real-time news analysis into the portfolio construction process', 'In what ways can the design of queries used to interact with large language models influence the accuracy of their predictions and the overall performance of a momentum-based investment strategy']
74;http://arxiv.org/abs/2511.08622v1;['How can the integration of short-term and long-term market trends be optimized for more accurate forecasting in financial time series', 'What are the potential benefits and limitations of using a multi-period learning framework for improving the accuracy and efficiency of time series forecasting models', 'In what ways can the customization of time series forecasting models to address multi-period characteristics impact the overall performance and reliability of financial forecasting systems']
